Wildlife Population,Deforestation Rate,Avg. Temperature (°C),Avg. Humidity (%),Livestock Population Density,Proximity to Water Sources,Species Specificity,human_population
0.16666666666666674,0.3333333333333333,0.666666666666667,0.9400000000000013,0.4933333333333334,0.7,0.75,0.024789934216909903
0.45833333333333326,0.49999999999999994,0.7222222222222223,0.6900000000000013,0.7333333333333334,0.8,0.82,0.2518718219560696
0.2083333333333337,0.3333333333333333,0.5000000000000009,0.9800000000000004,0.48,0.69,0.75,0.024431678842751055
0.9166666666666667,1.0,0.5555555555555562,0.8100000000000005,0.6266666666666667,0.87,0.92,0.9347618942164448
0.2500000000000002,0.3333333333333333,0.666666666666667,0.20999999999999908,0.6400000000000001,0.75,0.8,0.3563211064623979
0.5000000000000002,0.49999999999999994,0.5000000000000009,0.6900000000000013,0.6133333333333333,0.84,0.95,0.7575802622295935
0.0833333333333337,0.0,0.13888888888888928,0.40000000000000036,0.5866666666666667,0.72,0.8,0.06391003248269589
0.12500000000000022,0.0,0.25,0.07000000000000028,0.41333333333333333,0.73,0.8,0.06035273381012144
0.45833333333333326,0.49999999999999994,0.44444444444444464,0.620000000000001,0.42666666666666664,0.85,0.95,0.7539456126342382
0.45833333333333326,0.49999999999999994,0.27777777777777857,0.8900000000000006,0.6666666666666667,0.84,0.95,0.7655911635743142
0.9166666666666667,0.8333333333333333,0.41666666666666696,0.870000000000001,0.5866666666666667,0.84,0.88,0.11268024755335791
0.9583333333333333,0.8333333333333333,0.30555555555555536,0.09000000000000163,0.6933333333333334,0.84,0.88,0.1157622097484181
0.5833333333333337,0.16666666666666663,0.25,0.08000000000000007,0.12,0.81,0.7,0.0008243794251448027
0.2916666666666672,0.3333333333333333,0.3333333333333339,0.8400000000000016,0.5066666666666668,0.77,0.8,0.34397652765372044
0.45833333333333326,0.8333333333333333,0.30555555555555536,0.13000000000000078,0.3466666666666667,0.68,0.75,0.09256929858733859
0.2916666666666672,0.16666666666666663,0.6388888888888902,0.5700000000000003,0.45333333333333337,0.79,0.9,0.17631205602618844
0.2500000000000002,0.3333333333333333,0.5833333333333339,0.05000000000000071,0.33333333333333337,0.75,0.8,0.3308233938446217
0.41666666666666674,0.8333333333333333,0.30555555555555536,0.0600000000000005,0.2799999999999999,0.65,0.75,0.09678090139814775
0.5000000000000002,0.49999999999999994,0.13888888888888928,0.6900000000000013,0.7466666666666666,0.88,0.95,0.7738402023259809
0.2916666666666672,0.3333333333333333,0.2222222222222232,0.7700000000000014,0.6266666666666667,0.74,0.8,0.35202868670335125
0.5833333333333337,0.16666666666666663,0.5000000000000009,0.8400000000000016,0.2666666666666666,0.78,0.7,0.0008706597755485566
0.9166666666666667,0.8333333333333333,0.7222222222222223,0.8800000000000008,0.7066666666666668,0.81,0.88,0.1157622097484181
0.2916666666666672,0.3333333333333333,0.3611111111111116,0.14000000000000057,0.6666666666666667,0.77,0.8,0.3563211064623979
0.7916666666666672,1.0,0.5833333333333339,0.16000000000000014,0.76,0.91,0.92,0.9618626672481394
0.2916666666666672,0.16666666666666663,0.2222222222222232,0.9800000000000004,0.43999999999999995,0.82,0.9,0.17631205602618844
0.41666666666666674,0.3333333333333333,0.19444444444444464,0.870000000000001,0.45333333333333337,0.77,0.85,0.1149965745448624
0.8750000000000007,1.0,0.7222222222222223,0.4599999999999991,0.9066666666666667,0.88,0.92,0.9928071133956927
0.2916666666666672,0.16666666666666663,0.25,0.5400000000000009,0.4933333333333334,0.82,0.9,0.1795253853141039
0.2916666666666672,0.3333333333333333,0.5277777777777777,0.07000000000000028,0.3999999999999999,0.77,0.8,0.3351623485414614
0.5000000000000002,0.49999999999999994,0.6944444444444455,0.41999999999999993,0.42666666666666664,0.77,0.82,0.24517755930146792
0.5000000000000002,0.8333333333333333,0.44444444444444464,0.9800000000000004,0.29333333333333333,0.68,0.75,0.09678090139814775
1.0000000000000002,0.8333333333333333,0.5000000000000009,0.3000000000000007,0.6133333333333333,0.82,0.88,0.11422086495461764
0.45833333333333326,0.49999999999999994,0.5000000000000009,0.7700000000000014,0.7066666666666668,0.87,0.95,0.7710825771909056
0.41666666666666674,0.3333333333333333,0.5000000000000009,0.07000000000000028,0.5066666666666668,0.77,0.85,0.1162512102948099
0.9166666666666667,0.8333333333333333,0.5833333333333339,0.8900000000000006,0.7333333333333334,0.85,0.88,0.11722754202171258
0.2916666666666672,0.3333333333333333,0.6111111111111116,0.3200000000000003,0.4933333333333334,0.78,0.8,0.34397652765372044
0.2083333333333337,0.3333333333333333,0.5555555555555562,0.08000000000000007,0.3866666666666666,0.7,0.75,0.024087022072141098
0.8333333333333337,1.0,0.5833333333333339,0.7099999999999991,0.8933333333333335,0.87,0.92,0.9807334737605852
0.41666666666666674,0.3333333333333333,0.3333333333333339,0.9700000000000006,0.6533333333333333,0.78,0.85,0.11938010021963509
0.0833333333333337,0.0,0.3611111111111116,0.040000000000000924,0.56,0.7,0.8,0.06391003248269589
0.45833333333333326,0.49999999999999994,0.3888888888888893,0.8000000000000007,0.7333333333333334,0.85,0.95,0.7738402023259809
0.45833333333333326,0.49999999999999994,0.13888888888888928,0.4299999999999997,0.6400000000000001,0.88,0.95,0.7655911635743142
0.3333333333333337,0.16666666666666663,0.25,0.45000000000000107,0.2799999999999999,0.82,0.9,0.16883982522750302
0.5833333333333337,0.16666666666666663,0.5555555555555562,0.040000000000000924,0.16000000000000003,0.78,0.7,0.0008397965100455109
0.5000000000000002,0.49999999999999994,0.6111111111111116,0.14000000000000057,0.8266666666666667,0.84,0.95,0.779060556749233
